issn,percentil,NIVEL,name
00101451,4,A8,Coloquio-Letras
00101923,28,A6,Columbia Journal of Law and Social Problems
00101931,73,A3,Columbia Journal of Transnational Law
00101958,96,A1,Columbia Law Review
00102180,94,A1,Combustion and Flame
00102202,65,A3,Combustion Science and Technology
00102571,87,A2,Commentarii Mathematici Helvetici
00102628,13,A7,Commentationes Mathematicae Universitatis Carolinae
00103616,90,A1,Communications in Mathematical Physics
00103624,60,A4,Communications in Soil Science and Plant Analysis
00103640,97,A1,Communications on Pure and Applied Mathematics
00103713,23,A7,Communio Viatorum
00103802,60,A4,Community Development Journal
00103853,84,A2,Community Mental Health Journal
00104051,5,A8,Comparative and International Law Journal of Southern Africa-CILSA
00104078,51,A4,Comparative Drama
00104086,72,A3,Comparative Education Review
00104124,87,A2,Comparative Literature
00104132,82,A2,Comparative Literature Studies
00104140,96,A1,Comparative Political Studies
00104159,75,A2,Comparative Politics
00104175,97,A1,Comparative Studies in Society and History
0010437X,87,A2,Compositio Mathematica
0010440X,89,A1,Comprehensive Psychiatry
00104485,79,A2,CAD Computer Aided Design
00104620,67,A3,Computer Journal
00104655,95,A1,Computer Physics Communications
00104825,94,A1,Computers in Biology and Medicine
0010485X,94,A1,Computing
00105082,30,A6,"Combustion, Explosion and Shock Waves"
00105422,97,A1,Condor
00106178,0,A8,Connecticut Medicine
00106356,2,A8,Conradiana
00107069,4,A8,Consultant
00107484,46,A5,Contemporary Literature
00107514,74,A3,Contemporary Physics
00107530,23,A7,Contemporary Psychoanalysis
00107824,75,A2,Contraception
00107999,86,A2,Contributions to Mineralogy and Petrology
00108235,11,A8,Convivium
00108367,87,A2,Cooperation and Conflict
00108545,99,A1,Coordination Chemistry Reviews
00108650,17,A7,Cor et Vasa
00108812,36,A6,Cornell International Law Journal
00108847,95,A1,Cornell Law Review
00109312,43,A5,Corrosion
0010938X,94,A1,Corrosion Science
00109452,89,A1,Cortex
00109525,21,A7,Cosmic Research
00109894,84,A2,Bulletin of the Council for Research in Music Education
00110000,64,A3,Counseling Psychologist
00110035,62,A4,Counselor Education and Supervision
00111287,91,A1,Crime and Delinquency
0011135X,39,A5,Criminal Law Review
00111384,97,A1,Criminology
00111503,60,A4,Critica-Revista Hispanoamericana de Filosofia
00111562,59,A4,Critical Quarterly
00111570,72,A3,Critical Survey
00111589,62,A4,Criticism
00111600,15,A7,Critique (France)
00111619,90,A1,Critique - Studies in Contemporary Fiction
00111643,16,A7,Croatica Chemica Acta
0011183X,71,A3,Crop Science
00111848,3,A8,Japanese Journal of Crop Science
0011216X,23,A7,Crustaceana
00112240,83,A2,Cryobiology
00112275,60,A4,Cryogenics
00113204,97,A1,Current Anthropology
00113530,96,A1,Current History
00113840,62,A4,Current Problems in Surgery
00113891,56,A4,Current Science
00113921,87,A2,Current Sociology
0011393X,39,A5,Current Therapeutic Research - Clinical and Experimental
00114162,64,A3,Cutis
00114545,34,A6,Cytologia
00114553,16,A7,Journal of Stomatology
00114642,31,A6,Czechoslovak Mathematical Journal
00115029,88,A1,Disease-a-Month
00115258,39,A5,Dados
00115266,96,A1,Daedalus
00115827,2,A8,Dalhousie Review
00116009,4,A8,Dance Magazine
00116297,40,A5,Bulletin of the Geological Society of Denmark
00116793,18,A7,Darwiniana
00117315,87,A2,Decision Sciences
0011748X,63,A3,Defence Science Journal
00118265,38,A5,Demografie
00118524,34,A6,Dental Cadmos
00118532,62,A4,Dental Clinics of North America
00119059,77,A2,International Journal of Dermatology
00119164,97,A1,Desalination
00119636,1,A8,Bulletin of the Detroit Institute of Arts
00119741,40,A5,Deutsch als Fremdsprache
00119857,1,A8,Deutsche Apotheker Zeitung
00120413,9,A8,Deutsche Lebensmittel-Rundschau
00120456,74,A3,Jahresbericht der Deutschen Mathematiker-Vereinigung
00120472,37,A6,Deutsche Medizinische Wochenschrift
00120731,17,A7,DDS-Die Deutsche Schule
00120936,40,A5,Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte
00121045,45,A5,Deutsche Zeitschrift fur Philosophie
00121169,74,A3,Zeitschrift des Deutschen Palastina-Vereins
00121533,73,A3,Developing Economies
0012155X,87,A2,Development and Change
00121592,28,A6,Development Growth and Differentiation
00121606,57,A4,Developmental Biology
00121622,94,A1,Developmental Medicine and Child Neurology
00121630,71,A3,Developmental Psychobiology
00121649,88,A1,Developmental Psychology
00121797,91,A1,Diabetes
0012186X,96,A1,Diabetologia
00121924,26,A6,Diagnostica
00122033,55,A4,Dialog
00122173,54,A4,Dialogue-Canadian Philosophical Review
00122440,31,A6,Dickensian
00122661,48,A5,Differential Equations
00122823,88,A1,Digestion
0012365X,67,A3,Discrete Mathematics
00123692,95,A1,Chest
00123706,89,A1,Diseases of the Colon and Rectum
00123846,21,A7,Dissent
00123862,80,A2,Dissertationes Mathematicae
00124273,33,A6,Dix-Septieme Siecle
00124486,78,A2,Documenta Ophthalmologica
00124966,34,A6,Doklady Biological Sciences
00125008,24,A7,Doklady Chemistry
00125016,19,A7,Doklady Physical Chemistry
00126543,21,A7,Drug and Therapeutics Bulletin
00126616,4,A8,Drug Topics
00126667,99,A1,Drugs
00126772,42,A5,Drvna Industrija
00126837,4,A8,Du: Zeitschrift Der Kultur
00127086,89,A1,Duke Law Journal
00127094,98,A1,Duke Mathematical Journal
00127353,26,A6,DYNA (Colombia)
00127825,53,A4,Eos (Poland)
00128163,69,A3,Early American Literature
0012821X,97,A1,Earth and Planetary Science Letters
00128252,98,A1,Earth-Science Reviews
00128775,46,A5,Eastern European Economics
00129593,89,A1,Annales Scientifiques de l'Ecole Normale Superieure
00129615,97,A1,Ecological Monographs
00129658,91,A1,Ecology
00129682,98,A1,Econometrica
00129976,29,A6,Economic and Political Weekly
00129984,33,A6,Economic and Social Review
00130001,68,A3,Economic Botany
00130079,92,A1,Economic Development and Cultural Change
00130095,98,A1,Economic Geography
00130117,99,A1,Economic History Review
00130133,86,A2,Economic Journal
00130249,43,A5,Economic Record
00130427,58,A4,Economica
0013063X,72,A3,De Economist
00130796,42,A5,Ecumenical Review
00130915,67,A3,Proceedings of the Edinburgh Mathematical Society
00131245,69,A3,Education and Urban Society
0013161X,92,A1,Educational Administration Quarterly
00131644,91,A1,Educational and Psychological Measurement
00131725,50,A4,Educational Forum
00131857,94,A1,Educational Philosophy and Theory
00131881,83,A2,Educational Research
0013189X,97,A1,Educational Researcher
00131911,95,A1,Educational Review
00131946,70,A3,Educational Studies - AESA
00131954,96,A1,Educational Studies in Mathematics
00132004,39,A5,Educational Theory
00132446,83,A2,Journal of Egyptian Public Health Association
00132586,33,A6,Eighteenth-Century Studies
00132683,43,A5,Eire-Ireland; a journal of Irish studies
00133035,22,A7,Ekonomicky Casopis
00133183,0,A8,Ekonomiska Samfundets Tidskrift
00133205,7,A8,Ekonomista
00133264,33,A6,Economic Annals
00134651,77,A2,Journal of the Electrochemical Society
00134686,87,A2,Electrochimica Acta
00135194,36,A6,Electronics Letters
00135585,39,A5,Biomedizinische Technik
00135852,10,A8,Elektrotehniski Vestnik/Electrotechnical Review
00135984,59,A4,Elementary School Journal
00136018,1,A8,Elemente der Mathematik
00136662,66,A3,Emerita
00137006,73,A3,Encephale
00137227,81,A2,Endocrinology (United States)
0013726X,99,A1,Endoscopy
00137308,7,A8,Energia Elettrica
00137545,36,A6,Enfance
00137782,1,A8,Engineering
0013791X,42,A5,Engineering Economist
00137944,88,A1,Engineering Fracture Mechanics
00137952,99,A1,Engineering Geology
00138215,81,A2,English
00138266,78,A2,English Historical Review
00138282,70,A3,English Language Notes
00138304,74,A3,ELH - English Literary History
00138312,91,A1,English Literary Renaissance
0013838X,79,A2,English Studies
00138398,91,A1,English Studies in Africa
00138584,42,A5,Enseignement Mathematique
00138703,73,A3,Entomologia Experimentalis et Applicata
0013872X,9,A8,Entomological News
00138738,18,A7,Entomological Review
00138746,90,A1,Annals of the Entomological Society of America
00138797,16,A7,Proceedings of the Entomological Society of Washington
00139157,80,A2,Environment
00139165,91,A1,Environment and Behavior
00139351,98,A1,Environmental Research
0013936X,95,A1,Environmental Science and Technology
00139505,23,A7,Ephemerides Liturgicae
00139513,29,A6,Ephemerides Theologicae Lovanienses
00139572,21,A7,Epigraphica
00139580,94,A1,Epilepsia
00139661,55,A4,Epites-Epiteszettudomany
00139696,10,A8,Greek Review of Social Research
0013970X,3,A8,Epitoanyag-Journal of Silicate Based and Composite Materials
00139998,68,A3,Die Erde
00140015,53,A4,Erdkunde
00140139,82,A2,Ergonomics
00140309,62,A4,Erwerbs-Obstbau
00140481,18,A7,Espaces et Societes
00140716,49,A5,Espiritu
00140759,8,A8,Esprit
00140767,50,A4,Esprit Createur
00140856,40,A5,Essays in Criticism
00141291,95,A1,Estetika: The European Journal of Aesthetics
00141437,30,A6,Estudios Biblicos
00141496,30,A6,Estudios Geograficos
00141704,95,A1,Ethics
00141755,11,A8,Ethiopian Medical Journal
00141798,6,A8,Ethnographia
00141801,74,A3,Ethnohistory
00141836,74,A3,Ethnomusicology
00141844,95,A1,Ethnos
0014195X,35,A6,Etudes Anglaises
0014200X,42,A5,Etudes Classiques
00142085,26,A6,Etudes Francaises
00142115,11,A8,Etudes Germaniques
00142123,1,A8,ETUDES INTERNATIONALES
00142166,18,A7,Etudes Philosophiques
00142182,64,A3,Etudes Rurales
00142239,5,A8,Etudes Theologiques et Religieuses
00142328,5,A8,Euphorion - Zeitschrift fur Literaturgeschichte
00142336,71,A3,Euphytica
00142565,81,A2,Revista Clinica Espanola
00142921,74,A3,European Economic Review
00142972,94,A1,European Journal of Clinical Investigation
00142980,75,A2,European Journal of Immunology
00142999,85,A2,European Journal of Pharmacology
00143006,20,A7,European Judaism
00143022,57,A4,European Neurology
00143057,91,A1,European Polymer Journal
00143065,75,A2,Potato Research
0014312X,74,A3,European Surgical Research
00143138,13,A7,European Taxation
00143367,24,A7,Evangelical Quarterly: An International Review of Bible and Theology
00143502,28,A6,Evangelische Theologie
00143820,80,A2,Evolution
00143855,65,A3,Evolution Psychiatrique
00144029,98,A1,Exceptional Children
00144797,63,A3,Experimental Agriculture
00144800,86,A2,Experimental and Molecular Pathology
00144819,36,A6,Experimental Brain Research
00144827,67,A3,Experimental Cell Research
00144835,89,A1,Experimental Eye Research
00144851,71,A3,Experimental Mechanics
00144886,87,A2,Experimental Neurology
00144894,46,A5,Experimental Parasitology
00144940,24,A7,Explicator
00144983,97,A1,Explorations in Economic History
00145246,49,A5,Expository Times
00145483,65,A3,Extrapolation
00145793,74,A3,FEBS Letters
00145858,61,A4,Forum Italicum
00146242,62,A4,Fabula
00147370,93,A1,Family Process
00148202,2,A8,Farmaceutski Glasnik
00148237,48,A5,Farmacia
00148261,16,A7,Farmacja Polska
00148962,24,A7,Feddes Repertorium
00149128,39,A5,Federal Probation
00149187,72,A3,Federal Reserve Bank of St. Louis Review
00149527,58,A4,Quaerendo
00150010,70,A3,Fennia
00150193,21,A7,Ferroelectrics
00150282,98,A1,Fertility and Sterility
00150517,28,A6,Fibonacci Quarterly
00150541,8,A8,Fibre Chemistry
00151386,81,A2,Film Quarterly
00151831,16,A7,Filosoficky Casopis
00151882,1,A8,Filtration and Separation
00151920,16,A7,Finance a Uver - Czech Journal of Economics and Finance
0015198X,81,A2,Financial Analysts Journal
00152218,16,A7,FinanzArchiv
00152684,76,A2,Fire Technology
00153001,2,A8,FISHERY TECHNOLOGY
0015363X,4,A8,Fleischwirtschaft
00153826,15,A7,Floresta
00154040,54,A4,Florida Entomologist
00154628,28,A6,Fluid Dynamics
00154725,18,A7,Fluoride
0015542X,44,A5,Foldtani Kozlony
00155497,26,A6,Folia Biologica (Poland)
00155500,21,A7,Folia Biologica (Czech Republic)
00155616,50,A4,Folia Medica Cracoviensia
00155632,59,A4,Folia Microbiologica
00155659,57,A4,Folia Morphologica (Poland)
00155683,51,A4,Folia Parasitologica
00155691,8,A8,Folia Pharmacologica Japonica
00155713,63,A3,Folia Primatologica
0015587X,62,A4,Folklore
00156191,26,A6,Fontes Artis Musicae
00156426,16,A7,Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan
00156914,1,A8,Forbes
0015704X,68,A3,Fordham Law Review
00157120,85,A2,Foreign Affairs
0015718X,91,A1,Foreign Language Annals
00157228,7,A8,Foreign Policy
00157325,73,A3,Foreign Trade Review
00157473,54,A4,Forest Products Journal
0015749X,65,A3,Forest Science
0015752X,89,A1,Forestry
00157546,46,A5,Forestry Chronicle
00157813,54,A4,Fornvannen
00157899,60,A4,Forschung im Ingenieurwesen/Engineering Research
00158208,90,A1,Fortschritte der Physik
00158518,61,A4,Forum for Modern Language Studies
00159018,89,A1,Foundations of Physics
00160032,91,A1,Journal of the Franklin Institute
00160725,11,A8,Freiburger Zeitschrift fur Philosophie und Theologie
00161071,65,A3,French Historical Studies
0016111X,21,A7,French Review
00161128,56,A4,French Studies
00161136,48,A5,Frequenz
00162361,95,A1,Fuel
00162590,62,A4,Fukushima Journal of Medical Sciences
00162663,35,A6,Functional Analysis and its Applications
00162736,44,A5,Fundamenta Mathematicae
00163287,93,A1,Futures
00163651,0,A8,"GWF, Wasser - Abwasser"
00163813,39,A5,Gaceta Medica de Mexico
00165085,97,A1,Gastroenterology
00165107,90,A1,Gastrointestinal Endoscopy
00165301,17,A7,Gayana - Botanica
00165522,4,A8,Gazette des Archives
00165751,80,A2,Geburtshilfe und Frauenheilkunde
0016626X,77,A2,Gems and Gemology
00166480,85,A2,General and Comparative Endocrinology
00166707,69,A3,Genetica
00166723,40,A5,Genetics Research
00166731,87,A2,Genetics
00166928,90,A1,Genre
00166987,83,A2,Genus
00166995,64,A3,Geobios
00167002,46,A5,Geochemical Journal
00167029,34,A6,Geochemistry International
00167037,93,A1,Geochimica et Cosmochimica Acta
00167061,94,A1,Geoderma
0016710X,20,A7,Geodetski List
00167118,6,A8,Geodezia es Kartografia
00167126,17,A7,Geodeziya i Kartografiya
00167169,25,A6,Geofisica Internacional
00167185,94,A1,Geoforum
00167193,31,A6,Geograficky Casopis
00167223,56,A4,Geografisk Tidsskrift - Danish Journal of Geography
00167274,2,A8,Geografski Obzornik
00167282,86,A2,Geographia Polonica
00167312,74,A3,Geographica Helvetica
00167363,95,A1,Geographical Analysis
00167398,84,A2,Geographical Journal
00167428,75,A2,Geographical Review
00167460,3,A8,Geographische Rundschau
00167479,25,A6,Geographische Zeitschrift
00167487,49,A5,Geography
00167568,81,A2,Geological Magazine
00167606,90,A1,Bulletin of the Geological Society of America
00167622,51,A4,Journal of the Geological Society of India
00167649,80,A2,Journal of the Geological Society
00167746,64,A3,Geologie en Mijnbouw/Netherlands Journal of Geosciences
00167789,24,A7,Geologija
00167878,62,A4,Proceedings of the Geologists' Association
00167894,13,A7,Geologiya Nefti i Gaza
00167932,29,A6,Geomagnetism and Aeronomy
00168025,66,A3,Geophysical Prospecting
00168033,86,A2,Geophysics
00168076,82,A2,George Washington Law Review
00168092,91,A1,Georgetown Law Journal
00168505,96,A1,Geotechnique
00168521,40,A5,Geotectonics
00168777,45,A5,German Life and Letters
00168831,61,A4,German Quarterly
00168890,58,A4,Germanic Review
00169013,98,A1,Gerontologist
0016920X,81,A2,GESTA-International Center of Medieval Art
00169560,45,A5,Ghana Medical Journal
00169862,97,A1,Gifted Child Quarterly
00169900,21,A7,Gigiena i Sanitariya
00170011,45,A5,Ginekologia Polska
00170089,12,A8,Giornale Critico della Filosofia Italiana
00170496,10,A8,Giornale Storico della Letteratura Italiana
00170895,39,A5,Glasgow Mathematical Journal
0017095X,42,A5,Glasnik Matematicki
00171298,78,A2,Glotta - Zeitschrift fur Griechische und Lateinische Sprache
00171557,48,A5,Gold Bulletin
00172278,26,A6,Gornyi Zhurnal
00172294,0,A8,Gorteria: Tijdschrift voor Onderzoek aan de Wilde Flora
0017257X,92,A1,Government and Opposition
00172715,30,A6,Goya
00173134,43,A5,Grana
00173495,40,A5,Grasas y Aceites
00173835,66,A3,Greece and Rome
00173916,61,A4,"Greek, Roman and Byzantine Studies"
00174114,8,A8,Gregorianum
0017467X,67,A3,Ground Water
00174815,70,A3,Growth and Change
00174947,2,A8,Gruppenpsychotherapie und Gruppendynamik
00175749,98,A1,Gut
00176192,48,A5,HNO
00178012,93,A1,Harvard Business Review
00178039,38,A5,Harvard Civil Rights-Civil Liberties Law Review
00178055,90,A1,Harvard Educational Review
00178063,85,A2,Harvard International Law Journal
0017808X,53,A4,Harvard Journal on Legislation
0017811X,99,A1,Harvard Law Review
00178160,64,A3,Harvard Theological Review
00178748,89,A1,Headache
00178969,56,A4,Health Education Journal
00179078,41,A5,Health Physics
00179124,83,A2,Health Services Research
00179310,93,A1,International Journal of Heat and Mass Transfer
0018019X,35,A6,Helvetica Chimica Acta
00180599,50,A4,Herba Polonica
00180661,41,A5,Hereditas
0018067X,83,A2,Heredity
00180777,50,A4,Hermes (Germany)
00180831,54,A4,Herpetologica
0018084X,26,A6,Herpetological Review
00180971,26,A6,HERZOGIA
0018098X,98,A1,Hesperia
00181005,25,A6,Hesperis-Tamuda
00181196,41,A5,Heythrop Journal - Quarterly Review of Philosophy and Theology
